;10.00;33261;10;0003851;
;10.00;33261;14;0003851;
;10.00;33261;12;0003850;
;10.00;33263;17;0003850;
;10.00;33261;12;0003850;
;10.00;33263;13;0003850;
;10.00;33260;15;0003850;
;10.00;33263;12;0003850;
;10.00;33259;17;0003850;
;10.00;33270;12;0003850;
;10.00;33262;12;0003850;
;10.00;33260;12;0003849;
;10.00;33267;14;0003849;
;10.00;33265;11;0003849;
;10.00;33262;12;0003849;
;10.00;33265;14;0003849;
;10.00;33261;12;0003849;
;10.00;33264;15;0003849;
;10.00;33268;13;0003849;
;10.00;33264;12;0003849;
;10.00;33262;12;0003849;
;10.00;33261;12;0003849;
;10.00;33262;12;0003849;
;10.00;33266;13;0003849;
;10.00;33264;13;0003849;
;10.00;33262;13;0003849;
;10.00;33264;14;0003849;
;10.00;33264;13;0003849;
;10.00;33262;11;0003849;
;10.00;33265;13;0003849;
;10.00;33266;13;0003848;
;10.00;33266;10;0003848;
;10.00;33264;13;0003848;
;10.00;33262;12;0003848;
;10.00;33261;12;0003848;
;10.00;33261;13;0003848;
;10.00;33262;12;0003848;
;10.00;33264;13;0003848;
;10.00;33265;12;0003848;
;10.00;33265;13;0003848;
;10.00;33269;13;0003848;
;10.00;33271;12;0003848;
;10.00;33270;12;0003848;
;10.00;33270;13;0003848;
;10.00;33271;12;0003848;
;10.00;33271;11;0003848;
;10.00;33270;12;0003848;
;10.00;33272;12;0003848;
;10.00;33272;15;0003848;
;10.00;33270;15;0003848;
;10.00;33270;14;0003847;
;10.00;33272;13;0003847;
;10.00;33273;13;0003847;
;10.00;33270;13;0003847;
;10.00;33272;16;0003847;
;10.00;33274;14;0003847;
;10.00;33273;15;0003847;
;10.00;33272;15;0003847;
;10.00;33273;12;0003847;
;10.00;33272;12;0003847;
;10.00;33274;15;0003847;
;10.00;33272;14;0003847;
;10.00;33274;10;0003847;
;10.00;33271;16;0003847;
;10.00;33272;13;0003847;
;10.00;33269;13;0003847;
;10.00;33274;15;0003847;
;10.00;33277;16;0003847;
;10.00;33277;14;0003847;
;10.00;33278;15;0003847;
;10.00;33280;15;0003846;
;10.00;33279;13;0003846;
;10.00;33279;12;0003846;
;10.00;33280;12;0003846;
;10.00;33278;15;0003846;
;10.00;33280;16;0003846;
;10.00;33277;12;0003846;
;10.00;33275;13;0003846;
;10.00;33277;11;0003846;
;10.00;33277;13;0003846;
;10.00;33278;13;0003846;
;10.00;33279;14;0003846;
;10.00;33284;12;0003846;
;10.00;33281;13;0003846;
;10.00;33279;16;0003846;
;10.00;33278;16;0003846;
;10.00;33278;13;0003846;
;10.00;33278;13;0003846;
;10.00;33279;12;0003846;
;10.00;33274;13;0003845;
;10.00;33275;13;0003845;
;10.00;33276;17;0003845;
;10.00;33273;12;0003845;
;10.00;33275;14;0003845;
;10.00;33273;16;0003845;
;10.00;33274;11;0003845;
;10.00;33276;17;0003845;
;10.00;33274;16;0003845;
;10.00;33276;14;0003845;
;10.00;33274;12;0003845;
;10.00;33276;13;0003845;
;10.00;33275;12;0003845;
;10.00;33271;12;0003845;
;10.00;33269;12;0003845;
;10.00;33265;10;0003845;
;10.00;33270;12;0003845;
;10.00;33271;15;0003845;
;10.00;33267;12;0003845;
;10.00;33271;13;0003845;
;10.00;33268;12;0003844;
;10.00;33270;13;0003844;
;10.00;33266;11;0003844;
;10.00;33266;13;0003844;
;10.00;33266;13;0003844;
;10.00;33265;13;0003844;
;10.00;33264;13;0003844;
;10.00;33262;12;0003844;
;10.00;33264;15;0003844;
;10.00;33262;12;0003844;
;10.00;33265;13;0003844;
;10.00;33264;13;0003844;
;10.00;33266;13;0003844;
;10.00;33264;12;0003844;
;10.00;33264;14;0003844;
;10.00;33267;11;0003844;
;10.00;33262;12;0003844;
;10.00;33266;16;0003844;
;10.00;33265;15;0003844;
;10.00;33263;14;0003843;
;10.00;33265;10;0003843;
;10.00;33263;12;0003843;
;10.00;33264;12;0003843;
;10.00;33264;13;0003843;
;10.00;33264;11;0003843;
;10.00;33266;12;0003843;
;10.00;33267;12;0003843;
;10.00;33266;17;0003843;
;10.00;33267;13;0003843;
;10.00;33266;16;0003843;
;10.00;33268;12;0003843;
;10.00;33265;12;0003843;
;10.00;33267;12;0003843;
;10.00;33266;9;0003843;
;10.00;33270;9;0003843;
;10.00;33268;12;0003843;
;10.00;33266;11;0003843;
;10.00;33269;13;0003843;
;10.00;33273;9;0003842;
;10.00;33274;13;0003842;
;10.00;33276;11;0003842;
;10.00;33275;13;0003842;
;10.00;33278;13;0003842;
;10.00;33279;12;0003842;
;10.00;33278;15;0003842;
;10.00;33277;10;0003842;
;10.00;33274;12;0003842;
;10.00;33276;13;0003842;
;10.00;33279;13;0003842;
;10.00;33280;13;0003842;
;10.00;33281;13;0003842;
;10.00;33282;12;0003842;
;10.00;33281;13;0003842;
;10.00;33283;13;0003842;
;10.00;33280;11;0003842;
;10.00;33278;13;0003842;
;10.00;33282;13;0003842;
;10.00;33279;14;0003841;
;10.00;33280;11;0003841;
;10.00;33279;13;0003841;
;10.00;33278;14;0003841;
;10.00;33273;13;0003841;
;10.00;33274;13;0003841;
;10.00;33272;18;0003841;
;10.00;33271;13;0003841;
;10.00;33275;17;0003841;
;10.00;33275;12;0003841;
;10.00;33277;13;0003841;
;10.00;33279;12;0003841;
;10.00;33275;12;0003841;
;10.00;33279;14;0003841;
;10.00;33276;10;0003841;
;10.00;33281;14;0003841;
;10.00;33279;13;0003841;
;10.00;33276;14;0003841;
;10.00;33274;14;0003841;
;10.00;33272;12;0003840;
;10.00;33272;13;0003840;
;10.00;33270;14;0003840;
;10.00;33271;15;0003840;
;10.00;33267;12;0003840;
;10.00;33265;12;0003840;
;10.00;33268;14;0003840;
;10.00;33267;14;0003840;
;10.00;33263;13;0003840;
;10.00;33266;13;0003840;
;10.00;33265;14;0003840;
;10.00;33266;12;0003840;
;10.00;33264;13;0003840;
;10.00;33264;13;0003840;
;10.00;33265;12;0003840;
;10.00;33265;15;0003840;
;10.00;33267;12;0003840;
;10.00;33267;16;0003840;
;10.00;33269;15;0003840;
;10.00;33270;12;0003839;
;10.00;33269;13;0003839;
;10.00;33272;14;0003839;
;10.00;33271;13;0003839;
;10.00;33268;14;0003839;
;10.00;33271;13;0003839;
;10.00;33275;13;0003839;
;10.00;33276;13;0003839;
;10.00;33280;9;0003839;
;10.00;33281;14;0003839;
;10.00;33284;13;0003839;
;10.00;33282;13;0003839;
;10.00;33285;12;0003839;
;10.00;33283;12;0003839;
;10.00;33282;12;0003839;
;10.00;33283;14;0003839;
;10.00;33282;13;0003839;
;10.00;33286;11;0003839;
;10.00;33279;14;0003838;
;10.00;33279;13;0003838;
;10.00;33278;13;0003838;
;10.00;33276;12;0003838;
;10.00;33277;13;0003838;
;10.00;33274;14;0003838;
;10.00;33280;13;0003838;
;10.00;33284;11;0003838;
;10.00;33283;13;0003837;
;10.00;33288;12;0003837;
;10.00;33289;12;0003837;
;10.00;33290;15;0003837;
;10.00;33290;14;0003837;
;10.00;33290;13;0003837;
;10.00;33288;13;0003837;
;10.00;33287;12;0003837;
;10.00;33286;13;0003837;
;10.00;33285;13;0003837;
;10.00;33289;15;0003837;
;10.00;33293;15;0003837;
;10.00;33288;12;0003837;
;10.00;33291;13;0003837;
;10.00;33288;14;0003837;
;10.00;33296;12;0003837;
;10.00;33296;14;0003837;
;10.00;33292;15;0003837;
;10.00;33293;13;0003837;
;10.00;33293;12;0003836;
;10.00;33289;12;0003836;
;10.00;33287;17;0003836;
;10.00;33292;12;0003836;
;10.00;33293;11;0003836;
;10.00;33292;12;0003836;
;10.00;33291;13;0003836;
;10.00;33296;13;0003836;
;10.00;33292;13;0003836;
;10.00;33289;14;0003836;
;10.00;33290;10;0003836;
;10.00;33294;16;0003836;
;10.00;33293;12;0003836;
;10.00;33289;13;0003836;
;10.00;33291;14;0003836;
;10.00;33290;13;0003836;
;10.00;33291;13;0003836;
;10.00;33293;15;0003836;
;10.00;33293;13;0003836;
;10.00;33292;13;0003835;
;10.00;33294;17;0003835;
;10.00;33294;13;0003835;
;10.00;33296;14;0003835;
;10.00;33294;14;0003835;
;10.00;33293;12;0003835;
;10.00;33292;12;0003835;
;10.00;33291;15;0003835;
;10.00;33294;13;0003835;
;10.00;33295;13;0003835;
;10.00;33296;13;0003835;
;10.00;33293;13;0003835;
;10.00;33295;13;0003835;
;10.00;33296;14;0003835;
;10.00;33297;16;0003835;
;10.00;33300;11;0003835;
;10.00;33297;12;0003835;
;10.00;33299;16;0003835;
;10.00;33298;12;0003835;
;10.00;33299;12;0003834;
;10.00;33295;13;0003834;
;10.00;33295;14;0003834;
;10.00;33294;14;0003834;
;10.00;33296;13;0003834;
;10.00;33296;12;0003834;
;10.00;33295;15;0003834;
;10.00;33295;17;0003834;
;10.00;33294;13;0003834;
;10.00;33294;9;0003834;
