;10.00;33791;23;0003851;
;10.00;33793;24;0003851;
;10.00;33799;25;0003850;
;10.00;33798;24;0003850;
;10.00;33798;24;0003850;
;10.00;33797;26;0003850;
;10.00;33797;23;0003850;
;10.00;33796;24;0003850;
;10.00;33793;24;0003850;
;10.00;33806;25;0003850;
;10.00;33802;23;0003850;
;10.00;33799;24;0003850;
;10.00;33799;27;0003849;
;10.00;33800;24;0003849;
;10.00;33799;24;0003849;
;10.00;33802;24;0003849;
;10.00;33798;24;0003849;
;10.00;33796;21;0003849;
;10.00;33796;29;0003849;
;10.00;33796;24;0003849;
;10.00;33792;25;0003849;
;10.00;33795;27;0003849;
;10.00;33795;25;0003849;
;10.00;33796;28;0003849;
;10.00;33793;24;0003849;
;10.00;33792;27;0003849;
;10.00;33794;24;0003849;
;10.00;33793;24;0003849;
;10.00;33799;23;0003849;
;10.00;33796;24;0003849;
;10.00;33795;24;0003849;
;10.00;33800;24;0003848;
;10.00;33797;25;0003848;
;10.00;33796;24;0003848;
;10.00;33793;24;0003848;
;10.00;33794;24;0003848;
;10.00;33790;24;0003848;
;10.00;33789;20;0003848;
;10.00;33793;24;0003848;
;10.00;33796;24;0003848;
;10.00;33794;25;0003848;
;10.00;33794;24;0003848;
;10.00;33798;25;0003848;
;10.00;33796;24;0003848;
;10.00;33795;28;0003848;
;10.00;33797;28;0003848;
;10.00;33797;28;0003848;
;10.00;33795;23;0003848;
;10.00;33798;24;0003848;
;10.00;33792;26;0003848;
;10.00;33793;24;0003848;
;10.00;33793;25;0003847;
;10.00;33793;24;0003847;
;10.00;33797;25;0003847;
;10.00;33797;24;0003847;
;10.00;33796;24;0003847;
;10.00;33794;24;0003847;
;10.00;33798;28;0003847;
;10.00;33796;26;0003847;
;10.00;33797;25;0003847;
;10.00;33796;26;0003847;
;10.00;33795;24;0003847;
;10.00;33791;24;0003847;
;10.00;33792;25;0003847;
;10.00;33791;26;0003847;
;10.00;33792;23;0003847;
;10.00;33792;26;0003847;
;10.00;33793;27;0003847;
;10.00;33795;27;0003847;
;10.00;33793;24;0003847;
;10.00;33794;25;0003847;
;10.00;33798;26;0003846;
;10.00;33792;24;0003846;
;10.00;33792;20;0003846;
;10.00;33796;23;0003846;
;10.00;33795;27;0003846;
;10.00;33796;26;0003846;
;10.00;33795;24;0003846;
;10.00;33797;23;0003846;
;10.00;33794;27;0003846;
;10.00;33797;27;0003846;
;10.00;33798;24;0003846;
;10.00;33796;28;0003846;
;10.00;33798;25;0003846;
;10.00;33801;25;0003846;
;10.00;33800;29;0003846;
;10.00;33800;27;0003846;
;10.00;33799;24;0003846;
;10.00;33801;23;0003846;
;10.00;33799;23;0003846;
;10.00;33797;22;0003846;
;10.00;33798;24;0003845;
;10.00;33797;23;0003845;
;10.00;33798;30;0003845;
;10.00;33802;17;0003845;
;10.00;33801;24;0003845;
;10.00;33803;22;0003845;
;10.00;33804;25;0003845;
;10.00;33800;24;0003845;
;10.00;33802;25;0003845;
;10.00;33802;24;0003845;
;10.00;33800;24;0003845;
;10.00;33803;24;0003845;
;10.00;33801;23;0003845;
;10.00;33800;30;0003845;
;10.00;33800;23;0003845;
;10.00;33798;24;0003845;
;10.00;33800;23;0003845;
;10.00;33801;25;0003845;
;10.00;33800;25;0003845;
;10.00;33802;24;0003845;
;10.00;33804;23;0003844;
;10.00;33802;22;0003844;
;10.00;33801;30;0003844;
;10.00;33803;23;0003844;
;10.00;33803;23;0003844;
;10.00;33805;24;0003844;
;10.00;33802;24;0003844;
;10.00;33803;24;0003844;
;10.00;33803;24;0003844;
;10.00;33802;24;0003844;
;10.00;33802;25;0003844;
;10.00;33805;24;0003844;
;10.00;33804;24;0003844;
;10.00;33805;27;0003844;
;10.00;33803;24;0003844;
;10.00;33806;25;0003844;
;10.00;33806;26;0003844;
